3175,1998,2727,943,1438,2527,2023-05-20 00:19:57.226902
3161,1998,2726,943,1438,2527,2023-05-20 00:19:57.323546
3133,1998,2727,943,1437,2527,2023-05-20 00:19:57.417419
3102,1998,2727,943,1438,2526,2023-05-20 00:19:57.513654
3072,1998,2727,943,1437,2527,2023-05-20 00:19:57.609997
3042,1998,2727,943,1437,2527,2023-05-20 00:19:57.706710
3012,1998,2726,943,1437,2527,2023-05-20 00:19:57.802869
2982,1998,2727,943,1437,2526,2023-05-20 00:19:57.899671
2952,1998,2727,943,1437,2527,2023-05-20 00:19:57.994673
2922,1998,2727,943,1438,2527,2023-05-20 00:19:58.090670
2891,1997,2727,943,1438,2527,2023-05-20 00:19:58.188688
