2800,1838,2890,943,1268,2525,2023-05-20 00:03:52.289765
2783,1838,2890,943,1237,2525,2023-05-20 00:03:52.393675
2752,1838,2890,943,1234,2525,2023-05-20 00:03:52.493799
2720,1837,2890,943,1234,2525,2023-05-20 00:03:52.589728
2691,1838,2890,943,1234,2525,2023-05-20 00:03:52.686800
2661,1837,2890,943,1234,2525,2023-05-20 00:03:52.782653
2631,1837,2890,943,1234,2525,2023-05-20 00:03:52.881151
2600,1837,2890,943,1234,2525,2023-05-20 00:03:52.978813
2570,1838,2890,943,1234,2525,2023-05-20 00:03:53.075096
2540,1837,2890,943,1234,2525,2023-05-20 00:03:53.170812
2509,1837,2890,943,1234,2525,2023-05-20 00:03:53.266549
2479,1837,2890,943,1234,2525,2023-05-20 00:03:53.361732
2450,1837,2890,943,1234,2525,2023-05-20 00:03:53.457793
2420,1837,2890,943,1234,2525,2023-05-20 00:03:53.551740
2392,1838,2890,943,1234,2525,2023-05-20 00:03:53.648669
2360,1837,2890,943,1234,2525,2023-05-20 00:03:53.744910
2330,1838,2890,943,1234,2525,2023-05-20 00:03:53.841862
2299,1837,2890,943,1234,2525,2023-05-20 00:03:53.939011
2269,1837,2890,943,1234,2525,2023-05-20 00:03:54.034749
2239,1838,2890,943,1234,2525,2023-05-20 00:03:54.132813
2208,1838,2890,943,1234,2525,2023-05-20 00:03:54.231538
2177,1837,2890,943,1234,2525,2023-05-20 00:03:54.330808
2145,1837,2890,943,1234,2525,2023-05-20 00:03:54.432951
2114,1837,2890,943,1234,2525,2023-05-20 00:03:54.528812
2084,1837,2890,943,1234,2525,2023-05-20 00:03:54.624965
2054,1837,2890,943,1234,2525,2023-05-20 00:03:54.719849
2025,1837,2890,943,1234,2525,2023-05-20 00:03:54.814589
1995,1838,2890,943,1234,2525,2023-05-20 00:03:54.909603
1966,1838,2890,943,1234,2525,2023-05-20 00:03:55.004707
1935,1838,2890,943,1234,2525,2023-05-20 00:03:55.101555
1905,1837,2890,943,1234,2525,2023-05-20 00:03:55.197517
1875,1838,2890,943,1234,2525,2023-05-20 00:03:55.292736
1845,1838,2890,943,1234,2525,2023-05-20 00:03:55.387673
1814,1838,2890,943,1234,2525,2023-05-20 00:03:55.482730
1783,1838,2890,943,1234,2525,2023-05-20 00:03:55.578640
1753,1837,2890,943,1234,2525,2023-05-20 00:03:55.673006
