65420,65343,194,116,65488,0,2023-05-20 00:38:52.088782
65421,65242,293,20,65416,65535,2023-05-20 00:38:52.189584
65420,65268,282,49,65482,65534,2023-05-20 00:38:52.282529
65420,65261,279,58,65520,65531,2023-05-20 00:38:52.373626
65421,65246,296,79,65530,65530,2023-05-20 00:38:52.468648
65420,65242,299,80,35,65530,2023-05-20 00:38:52.560653
65421,65250,282,70,30,65530,2023-05-20 00:38:52.656788
65421,65256,250,66,28,65530,2023-05-20 00:38:52.754795
65421,65262,240,68,28,65530,2023-05-20 00:38:52.847610
65421,65257,251,63,28,65530,2023-05-20 00:38:52.941892
65420,65269,246,81,28,65530,2023-05-20 00:38:53.041032
65422,65280,234,82,28,65530,2023-05-20 00:38:53.137840
65424,65287,232,71,28,65530,2023-05-20 00:38:53.234792
65422,65293,211,75,28,65530,2023-05-20 00:38:53.328803
65420,65292,200,74,28,65530,2023-05-20 00:38:53.422897
65423,65285,197,73,28,65530,2023-05-20 00:38:53.517735
65420,65305,200,74,28,65530,2023-05-20 00:38:53.613713
65421,65319,180,76,28,65530,2023-05-20 00:38:53.707735
65419,65320,178,76,28,65530,2023-05-20 00:38:53.799601
65422,65329,175,80,28,65530,2023-05-20 00:38:53.892789
65421,65338,159,79,28,65530,2023-05-20 00:38:53.987955
65421,65341,152,73,28,65530,2023-05-20 00:38:54.085228
65419,65344,137,74,28,65530,2023-05-20 00:38:54.179587
65420,65341,128,80,28,65530,2023-05-20 00:38:54.272738
65419,65354,126,70,28,65530,2023-05-20 00:38:54.367554
65422,65364,124,77,28,65530,2023-05-20 00:38:54.457548
65420,65368,113,82,28,65530,2023-05-20 00:38:54.552561
65422,65379,111,78,28,65530,2023-05-20 00:38:54.644682
65422,65391,100,74,28,65530,2023-05-20 00:38:54.737552
65421,65389,89,77,28,65530,2023-05-20 00:38:54.833868
65427,65394,81,78,28,65530,2023-05-20 00:38:54.929724
65449,65404,71,77,28,65530,2023-05-20 00:38:55.025300
65466,65399,67,73,28,65530,2023-05-20 00:38:55.119535
65470,65413,65,75,28,65530,2023-05-20 00:38:55.213600
