65530,65493,41,75,65522,65530,2023-05-20 00:44:38.792989
65483,65490,41,74,0,65530,2023-05-20 00:44:38.886642
65506,65493,41,74,4,65530,2023-05-20 00:44:38.980698
65521,65493,41,74,65532,65530,2023-05-20 00:44:39.075612
65511,65494,41,75,8,65530,2023-05-20 00:44:39.169921
65509,65489,41,74,6,65530,2023-05-20 00:44:39.265651
65512,65494,42,75,5,65530,2023-05-20 00:44:39.363721
65513,65489,41,73,5,65530,2023-05-20 00:44:39.460927
65512,65492,40,74,5,65530,2023-05-20 00:44:39.555766
65511,65491,41,73,5,65530,2023-05-20 00:44:39.651917
65512,65489,41,72,5,65530,2023-05-20 00:44:39.748760
65510,65492,40,74,5,65530,2023-05-20 00:44:39.842835
65509,65491,41,73,5,65530,2023-05-20 00:44:39.935676
65513,65494,41,74,5,65530,2023-05-20 00:44:40.029943
65509,65490,41,73,5,65530,2023-05-20 00:44:40.125775
65511,65489,41,74,5,65530,2023-05-20 00:44:40.220888
65513,65491,41,73,5,65530,2023-05-20 00:44:40.318162
65514,65494,40,72,5,65530,2023-05-20 00:44:40.412989
65514,65494,40,74,5,65530,2023-05-20 00:44:40.507975
65512,65487,41,74,5,65530,2023-05-20 00:44:40.604631
65510,65494,39,74,5,65530,2023-05-20 00:44:40.707624
65510,65494,40,73,5,65530,2023-05-20 00:44:40.806745
65511,65494,40,74,5,65530,2023-05-20 00:44:40.902607
65509,65490,40,74,5,65530,2023-05-20 00:44:40.998717
65510,65490,41,74,5,65530,2023-05-20 00:44:41.092765
65510,65488,41,75,5,65530,2023-05-20 00:44:41.188630
65509,65489,41,74,5,65530,2023-05-20 00:44:41.281901
65512,65492,41,74,5,65530,2023-05-20 00:44:41.376750
65515,65496,40,74,5,65530,2023-05-20 00:44:41.473070
65511,65489,40,74,5,65530,2023-05-20 00:44:41.573887
65510,65494,41,74,5,65530,2023-05-20 00:44:41.668630
65510,65495,40,75,5,65530,2023-05-20 00:44:41.763635
65509,65492,40,72,5,65530,2023-05-20 00:44:41.859655
65512,65495,41,73,5,65530,2023-05-20 00:44:41.951498
65513,65490,41,73,5,65530,2023-05-20 00:44:42.045825
65512,65491,41,73,5,65530,2023-05-20 00:44:42.145650
