65532,65526,9,86,65458,0,2023-05-20 00:40:11.390978
65486,65529,11,85,65471,0,2023-05-20 00:40:11.484101
65517,65527,10,86,65496,0,2023-05-20 00:40:11.578029
65523,65528,12,86,65470,0,2023-05-20 00:40:11.672116
65509,65528,10,86,65461,0,2023-05-20 00:40:11.764874
65515,65528,12,86,65458,0,2023-05-20 00:40:11.857976
65513,65530,13,86,65457,0,2023-05-20 00:40:11.954853
65515,65530,7,86,65457,0,2023-05-20 00:40:12.049075
65518,65529,13,86,65457,0,2023-05-20 00:40:12.146768
65516,65526,7,86,65457,0,2023-05-20 00:40:12.241947
65515,65529,13,86,65457,0,2023-05-20 00:40:12.336129
65511,65529,11,86,65457,0,2023-05-20 00:40:12.428911
65508,65531,10,86,65457,0,2023-05-20 00:40:12.523095
65510,65526,12,85,65457,0,2023-05-20 00:40:12.617045
65509,65529,11,86,65457,0,2023-05-20 00:40:12.711776
65510,65528,13,86,65457,0,2023-05-20 00:40:12.805715
65513,65531,8,85,65457,0,2023-05-20 00:40:12.901747
65510,65529,11,85,65457,0,2023-05-20 00:40:12.993782
65513,65530,13,85,65457,0,2023-05-20 00:40:13.088985
65512,65531,8,85,65457,0,2023-05-20 00:40:13.184036
65510,65528,13,85,65457,0,2023-05-20 00:40:13.275844
65513,65529,13,85,65457,0,2023-05-20 00:40:13.370042
65513,65530,12,86,65457,0,2023-05-20 00:40:13.467026
65510,65532,13,84,65457,0,2023-05-20 00:40:13.560929
65512,65529,12,85,65457,0,2023-05-20 00:40:13.654850
65514,65529,14,86,65457,0,2023-05-20 00:40:13.750872
65511,65528,13,86,65457,0,2023-05-20 00:40:13.846948
65509,65530,14,85,65457,0,2023-05-20 00:40:13.939658
65513,65530,12,85,65457,0,2023-05-20 00:40:14.033879
65509,65530,13,86,65457,0,2023-05-20 00:40:14.127966
65513,65526,14,85,65457,0,2023-05-20 00:40:14.223965
65515,65529,14,86,65457,0,2023-05-20 00:40:14.319943
65512,65528,13,86,65457,0,2023-05-20 00:40:14.414567
65504,65529,13,86,65457,0,2023-05-20 00:40:14.509701
65508,65528,13,86,65457,0,2023-05-20 00:40:14.604695
65507,65527,13,85,65457,0,2023-05-20 00:40:14.702876
65511,65528,11,86,65457,0,2023-05-20 00:40:14.797157
