1108,3009,1715,2032,1367,2526,2023-05-20 00:07:42.855897
1108,3008,1715,2030,1366,2526,2023-05-20 00:07:42.957861
1108,2997,1727,2011,1360,2526,2023-05-20 00:07:43.055132
1108,2972,1754,1977,1357,2526,2023-05-20 00:07:43.154285
1108,2942,1784,1943,1351,2526,2023-05-20 00:07:43.254911
1108,2910,1818,1914,1347,2526,2023-05-20 00:07:43.355116
1108,2877,1852,1883,1347,2526,2023-05-20 00:07:43.458153
1108,2841,1886,1851,1347,2526,2023-05-20 00:07:43.554977
1109,2811,1916,1823,1347,2526,2023-05-20 00:07:43.650186
1109,2781,1945,1794,1347,2526,2023-05-20 00:07:43.743916
1108,2750,1976,1764,1347,2526,2023-05-20 00:07:43.838810
1108,2718,2008,1734,1347,2526,2023-05-20 00:07:43.936788
1109,2687,2040,1705,1347,2526,2023-05-20 00:07:44.031835
1108,2654,2072,1674,1347,2526,2023-05-20 00:07:44.130361
1108,2623,2102,1644,1347,2526,2023-05-20 00:07:44.225925
1108,2592,2135,1614,1347,2526,2023-05-20 00:07:44.324858
1108,2560,2166,1584,1347,2526,2023-05-20 00:07:44.421854
1108,2528,2200,1554,1347,2526,2023-05-20 00:07:44.522914
1108,2496,2232,1523,1347,2526,2023-05-20 00:07:44.622234
1108,2461,2265,1492,1347,2526,2023-05-20 00:07:44.723892
1108,2431,2295,1462,1347,2526,2023-05-20 00:07:44.819017
1108,2399,2327,1431,1347,2526,2023-05-20 00:07:44.916790
1108,2368,2359,1402,1347,2526,2023-05-20 00:07:45.010843
1108,2337,2390,1373,1347,2526,2023-05-20 00:07:45.108103
1108,2305,2421,1342,1347,2526,2023-05-20 00:07:45.202983
1108,2273,2454,1313,1347,2526,2023-05-20 00:07:45.301080
1108,2241,2485,1282,1347,2526,2023-05-20 00:07:45.401241
1109,2207,2517,1250,1347,2526,2023-05-20 00:07:45.502377
1108,2176,2550,1217,1347,2526,2023-05-20 00:07:45.604545
1108,2142,2584,1185,1347,2526,2023-05-20 00:07:45.702832
1107,2111,2614,1157,1347,2526,2023-05-20 00:07:45.799877
1104,2080,2645,1126,1347,2526,2023-05-20 00:07:45.895077
1102,2048,2677,1096,1347,2526,2023-05-20 00:07:45.992073
