65511,65532,65534,115,65475,0,2023-05-20 00:40:14.944952
65512,68,65476,231,54,0,2023-05-20 00:40:15.036766
65515,33,65510,0,199,0,2023-05-20 00:40:15.158706
65521,24,65516,238,229,0,2023-05-20 00:40:15.252686
65511,31,65508,236,185,0,2023-05-20 00:40:15.348765
65519,15,65519,240,191,0,2023-05-20 00:40:15.444787
65524,7,65529,246,162,0,2023-05-20 00:40:15.538791
65521,11,65525,257,152,0,2023-05-20 00:40:15.636808
65513,0,65533,237,172,0,2023-05-20 00:40:15.741911
65498,0,0,236,178,0,2023-05-20 00:40:15.836746
65498,0,0,248,179,0,2023-05-20 00:40:15.931873
65492,65534,6,235,180,0,2023-05-20 00:40:16.026778
65482,65527,0,253,180,0,2023-05-20 00:40:16.121101
65482,65529,3,241,180,0,2023-05-20 00:40:16.219672
65467,65520,12,229,180,0,2023-05-20 00:40:16.316912
65467,65518,14,249,180,0,2023-05-20 00:40:16.410927
65461,65519,17,244,180,0,2023-05-20 00:40:16.507791
65450,65516,20,247,180,0,2023-05-20 00:40:16.602738
65444,65515,17,237,180,0,2023-05-20 00:40:16.696934
65438,65512,22,230,180,0,2023-05-20 00:40:16.794783
65443,65479,54,259,180,0,2023-05-20 00:40:16.890721
65435,65512,35,227,180,0,2023-05-20 00:40:16.985907
65435,65502,43,242,180,0,2023-05-20 00:40:17.080910
65434,65496,50,234,180,0,2023-05-20 00:40:17.172879
65434,65501,47,239,180,0,2023-05-20 00:40:17.268973
65434,65498,56,238,180,0,2023-05-20 00:40:17.364754
65435,65494,63,243,180,0,2023-05-20 00:40:17.460792
65436,65496,59,237,180,0,2023-05-20 00:40:17.556941
65435,65494,65,254,180,0,2023-05-20 00:40:17.653860
65434,65488,73,246,180,0,2023-05-20 00:40:17.749980
65434,65491,68,242,180,0,2023-05-20 00:40:17.844994
65434,65490,75,244,180,0,2023-05-20 00:40:17.936694
65435,65489,81,236,180,0,2023-05-20 00:40:18.033814
65435,65492,77,241,180,0,2023-05-20 00:40:18.129835
65435,65486,83,247,180,0,2023-05-20 00:40:18.228932
65435,65485,90,248,180,0,2023-05-20 00:40:18.326832
65435,65488,79,233,180,0,2023-05-20 00:40:18.426749
